,id_peli,title,idx_recommend
20087,22156,The Nest,5425
20088,22156,The Nest,11694
20089,22156,The Nest,12750
20090,22976,Biggles,6337
20091,22976,Biggles,5933
20092,22976,Biggles,4037
20093,22976,Biggles,1792
20094,22976,Biggles,494
20095,21619,King Of The Ants,7869
20096,21619,King Of The Ants,12706
20097,21619,King Of The Ants,13081
20098,21619,King Of The Ants,7832
20099,21619,King Of The Ants,11865
20100,12627,La Belle Noiseuse,13426
20101,12627,La Belle Noiseuse,2706
20102,12627,La Belle Noiseuse,12215
20103,12627,La Belle Noiseuse,7975
20104,12627,La Belle Noiseuse,12114
20105,39868,Evilspeak,9559
20106,39868,Evilspeak,12822
20107,39868,Evilspeak,5131
20108,39868,Evilspeak,7524
20109,39868,Evilspeak,8797
20110,14652,Bon Voyage,664
20111,14652,Bon Voyage,1465
20112,14652,Bon Voyage,13520
20113,14652,Bon Voyage,5057
20114,14652,Bon Voyage,5015
20115,14462,The Manchurian Candidate,12764
20116,14462,The Manchurian Candidate,13081
20117,14462,The Manchurian Candidate,11311
20118,14462,The Manchurian Candidate,14771
20119,14462,The Manchurian Candidate,3071
20120,14623,Thunderbirds,4037
20121,14623,Thunderbirds,6337
20122,14623,Thunderbirds,2658
20123,14623,Thunderbirds,176
20124,14623,Thunderbirds,1792
20125,401,Garden State,10128
20126,401,Garden State,12215
20127,401,Garden State,5329
20128,401,Garden State,2048
20129,401,Garden State,6257
20130,25536,Ptu,5911
20131,25536,Ptu,5111
20132,25536,Ptu,4388
20133,25536,Ptu,3379
20134,25536,Ptu,7188
20135,1538,Collateral,7869
20136,1538,Collateral,13081
20137,1538,Collateral,6964
20138,1538,Collateral,4544
20139,1538,Collateral,11194
20140,14846,Little Black Book,12215
20141,14846,Little Black Book,8019
20142,14846,Little Black Book,5809
20143,14846,Little Black Book,7623
20144,14846,Little Black Book,13141
20145,2577,Code 46,5034
20146,2577,Code 46,12215
20147,2577,Code 46,12760
20148,2577,Code 46,3240
20149,2577,Code 46,4105
20150,33333,Blue Spring,9842
20151,33333,Blue Spring,12410
20152,33333,Blue Spring,14664
20153,33333,Blue Spring,11194
20154,33333,Blue Spring,9321
20155,41975,Story Of Women,12183
20156,41975,Story Of Women,181
20157,41975,Story Of Women,750
20158,41975,Story Of Women,12215
20159,41975,Story Of Women,6217
20160,16606,Attack The Gas Station!,13105
20161,16606,Attack The Gas Station!,7977
20162,16606,Attack The Gas Station!,10250
20163,16606,Attack The Gas Station!,12765
20164,16606,Attack The Gas Station!,773
20165,11282,Harold & Kumar Go To White Castle,6037
20166,11282,Harold & Kumar Go To White Castle,7895
20167,11282,Harold & Kumar Go To White Castle,3413
20168,11282,Harold & Kumar Go To White Castle,9640
20169,11282,Harold & Kumar Go To White Castle,3187
20170,11130,The Princess Diaries 2: Royal Engagement,2509
20171,11130,The Princess Diaries 2: Royal Engagement,5628
20172,11130,The Princess Diaries 2: Royal Engagement,1357
20173,11130,The Princess Diaries 2: Royal Engagement,3927
20174,11130,The Princess Diaries 2: Royal Engagement,12215
20175,14389,Danny Deckchair,13045
20176,14389,Danny Deckchair,13142
20177,14389,Danny Deckchair,14249
20178,14389,Danny Deckchair,11277
20179,14389,Danny Deckchair,12690
20180,395,Avp: Alien Vs. Predator,11817
20181,395,Avp: Alien Vs. Predator,2776
20182,395,Avp: Alien Vs. Predator,7367
20183,395,Avp: Alien Vs. Predator,14751
20184,395,Avp: Alien Vs. Predator,14890
20185,11052,Yu-Gi-Oh! The Movie,5933
20186,11052,Yu-Gi-Oh! The Movie,2939
20187,11052,Yu-Gi-Oh! The Movie,633
20188,11052,Yu-Gi-Oh! The Movie,6337
20189,11052,Yu-Gi-Oh! The Movie,11245
20190,23601,We Don'T Live Here Anymore,12215
20191,23601,We Don'T Live Here Anymore,9139
20192,23601,We Don'T Live Here Anymore,5480
20193,23601,We Don'T Live Here Anymore,7060
20194,23601,We Don'T Live Here Anymore,5440
20195,10762,Without A Paddle,12765
20196,10762,Without A Paddle,6591
20197,10762,Without A Paddle,9321
20198,10762,Without A Paddle,5629
20199,10762,Without A Paddle,3077
20200,11026,Exorcist: The Beginning,4754
20201,11026,Exorcist: The Beginning,12573
20202,11026,Exorcist: The Beginning,4825
20203,11026,Exorcist: The Beginning,10909
20204,11026,Exorcist: The Beginning,8990
20205,40087,Cheerleader Camp,4499
20206,40087,Cheerleader Camp,7524
20207,40087,Cheerleader Camp,11983
20208,40087,Cheerleader Camp,12573
20209,40087,Cheerleader Camp,14658
20210,11237,Anacondas: The Hunt For The Blood Orchid,5872
20211,11237,Anacondas: The Hunt For The Blood Orchid,7367
20212,11237,Anacondas: The Hunt For The Blood Orchid,14890
20213,11237,Anacondas: The Hunt For The Blood Orchid,7039
20214,11237,Anacondas: The Hunt For The Blood Orchid,12954
20215,8080,Suspect Zero,12730
20216,8080,Suspect Zero,13231
20217,8080,Suspect Zero,7869
20218,8080,Suspect Zero,12706
20219,8080,Suspect Zero,13081
20220,14797,Warriors Of Heaven And Earth,9449
20221,14797,Warriors Of Heaven And Earth,13070
20222,14797,Warriors Of Heaven And Earth,9321
20223,14797,Warriors Of Heaven And Earth,8168
20224,14797,Warriors Of Heaven And Earth,95
20225,11632,Vanity Fair,12215
20226,11632,Vanity Fair,5480
20227,11632,Vanity Fair,7060
20228,11632,Vanity Fair,14286
20229,11632,Vanity Fair,2143
20230,15644,Paparazzi,9842
20231,15644,Paparazzi,12410
20232,15644,Paparazzi,14664
20233,15644,Paparazzi,3381
20234,15644,Paparazzi,11194
20235,11208,Wicker Park,5480
20236,11208,Wicker Park,12215
20237,11208,Wicker Park,12764
20238,11208,Wicker Park,13081
20239,11208,Wicker Park,6959
20240,13559,The Mangler,4665
20241,13559,The Mangler,9569
20242,13559,The Mangler,14709
20243,13559,The Mangler,10628
20244,13559,The Mangler,8220
20245,42164,Camera Buff,208
20246,42164,Camera Buff,7867
20247,42164,Camera Buff,9396
20248,42164,Camera Buff,7430
20249,42164,Camera Buff,12297
20250,29979,Highwaymen,12706
20251,29979,Highwaymen,12730
20252,29979,Highwaymen,11694
20253,29979,Highwaymen,12382
20254,29979,Highwaymen,7832
20255,17994,Witchboard,12570
20256,17994,Witchboard,8899
20257,17994,Witchboard,9559
20258,17994,Witchboard,10835
20259,17994,Witchboard,11265
20260,31117,Superbabies: Baby Geniuses 2,1380
20261,31117,Superbabies: Baby Geniuses 2,14658
20262,31117,Superbabies: Baby Geniuses 2,1503
20263,31117,Superbabies: Baby Geniuses 2,1806
20264,31117,Superbabies: Baby Geniuses 2,520
20265,9759,Cellular,12706
20266,9759,Cellular,6330
20267,9759,Cellular,6880
20268,9759,Cellular,12730
20269,9759,Cellular,9321
20270,1577,Resident Evil: Apocalypse,5784
20271,1577,Resident Evil: Apocalypse,8562
20272,1577,Resident Evil: Apocalypse,14470
20273,1577,Resident Evil: Apocalypse,7358
20274,1577,Resident Evil: Apocalypse,2776
20275,16232,Mr. 3000,6765
20276,16232,Mr. 3000,7867
20277,16232,Mr. 3000,9396
20278,16232,Mr. 3000,5005
20279,16232,Mr. 3000,11438
20280,5137,Sky Captain And The World Of Tomorrow,7700
20281,5137,Sky Captain And The World Of Tomorrow,7367
20282,5137,Sky Captain And The World Of Tomorrow,14890
20283,5137,Sky Captain And The World Of Tomorrow,4943
20284,5137,Sky Captain And The World Of Tomorrow,12760
20285,11823,Wimbledon,902
20286,11823,Wimbledon,9925
20287,11823,Wimbledon,13045
20288,11823,Wimbledon,13142
20289,11823,Wimbledon,14249
20290,2003,Anatomy Of Hell,2586
20291,2003,Anatomy Of Hell,14728
20292,2003,Anatomy Of Hell,6160
20293,2003,Anatomy Of Hell,12215
20294,2003,Anatomy Of Hell,10424
20295,18804,Head In The Clouds,12215
20296,18804,Head In The Clouds,5480
20297,18804,Head In The Clouds,7060
20298,18804,Head In The Clouds,10929
20299,18804,Head In The Clouds,2045
20300,13969,First Daughter,12215
20301,13969,First Daughter,3
20302,13969,First Daughter,381
20303,13969,First Daughter,14927
20304,13969,First Daughter,7623
20305,26486,The Last Shot,3683
20306,26486,The Last Shot,13105
20307,26486,The Last Shot,4583
20308,26486,The Last Shot,3320
20309,26486,The Last Shot,4032
20310,13702,A Dirty Shame,4235
20311,13702,A Dirty Shame,1197
20312,13702,A Dirty Shame,3067
20313,13702,A Dirty Shame,11953
20314,13702,A Dirty Shame,11964
20315,1653,The Motorcycle Diaries,2571
20316,1653,The Motorcycle Diaries,8159
20317,1653,The Motorcycle Diaries,3796
20318,1653,The Motorcycle Diaries,12215
20319,1653,The Motorcycle Diaries,13646
20320,747,Shaun Of The Dead,9182
20321,747,Shaun Of The Dead,5529
20322,747,Shaun Of The Dead,13915
20323,747,Shaun Of The Dead,14658
20324,747,Shaun Of The Dead,9197
20325,11177,Mask,4222
20326,11177,Mask,2930
20327,11177,Mask,12215
20328,11177,Mask,169
20329,11177,Mask,3892
20330,10905,The Man With One Red Shoe,2730
20331,10905,The Man With One Red Shoe,13105
20332,10905,The Man With One Red Shoe,3657
20333,10905,The Man With One Red Shoe,332
20334,10905,The Man With One Red Shoe,3107
20335,42215,The Legacy,9559
20336,42215,The Legacy,1425
20337,42215,The Legacy,7524
20338,42215,The Legacy,8797
20339,42215,The Legacy,12573
20340,27816,Basket Case 3,4069
20341,27816,Basket Case 3,2507
20342,27816,Basket Case 3,3420
20343,27816,Basket Case 3,9559
20344,27816,Basket Case 3,13549
20345,27815,Basket Case 2,4068
20346,27815,Basket Case 2,2507
20347,27815,Basket Case 2,3420
20348,27815,Basket Case 2,9559
20349,27815,Basket Case 2,13549
20350,12707,Orca: The Killer Whale,4083
20351,12707,Orca: The Killer Whale,3107
20352,12707,Orca: The Killer Whale,7324
20353,12707,Orca: The Killer Whale,3843
20354,12707,Orca: The Killer Whale,6320
20355,1492,1492: Conquest Of Paradise,13070
20356,1492,1492: Conquest Of Paradise,9449
20357,1492,1492: Conquest Of Paradise,12410
20358,1492,1492: Conquest Of Paradise,4675
20359,1492,1492: Conquest Of Paradise,9933
20360,8689,Cannibal Holocaust,3987
20361,8689,Cannibal Holocaust,3032
20362,8689,Cannibal Holocaust,10717
20363,8689,Cannibal Holocaust,3179
20364,8689,Cannibal Holocaust,2763
20365,10555,Shark Tale,13156
20366,10555,Shark Tale,1387
20367,10555,Shark Tale,1806
20368,10555,Shark Tale,8129
20369,10555,Shark Tale,15074
20370,11128,Ladder 49,9842
20371,11128,Ladder 49,12410
20372,11128,Ladder 49,14664
20373,11128,Ladder 49,11194
20374,11128,Ladder 49,9321
20375,1599,I Heart Huckabees,14249
20376,1599,I Heart Huckabees,1549
20377,1599,I Heart Huckabees,834
20378,1599,I Heart Huckabees,88
20379,1599,I Heart Huckabees,13045
20380,14024,Raise Your Voice,12215
20381,14024,Raise Your Voice,5480
20382,14024,Raise Your Voice,7060
20383,14024,Raise Your Voice,12237
20384,14024,Raise Your Voice,3474
20385,14337,Primer,8881
20386,14337,Primer,12760
20387,14337,Primer,11135
20388,14337,Primer,6883
20389,14337,Primer,9375
20390,26108,Stage Beauty,5908
20391,26108,Stage Beauty,12215
20392,26108,Stage Beauty,9076
20393,26108,Stage Beauty,6892
20394,26108,Stage Beauty,7623
20395,4380,Shall We Dance?,12215
20396,4380,Shall We Dance?,5908
20397,4380,Shall We Dance?,7623
20398,4380,Shall We Dance?,13141
20399,4380,Shall We Dance?,4968
20400,3989,Team America: World Police,7261
20401,3989,Team America: World Police,1442
20402,3989,Team America: World Police,4324
20403,3989,Team America: World Police,1221
20404,3989,Team America: World Police,4037
20405,16358,Eulogy,7867
20406,16358,Eulogy,9396
20407,16358,Eulogy,1212
20408,16358,Eulogy,1787
20409,16358,Eulogy,7430
20410,25313,P.S.,12215
20411,25313,P.S.,3331
20412,25313,P.S.,5254
20413,25313,P.S.,7246
20414,25313,P.S.,7623
20415,29445,Epidemic,3575
20416,29445,Epidemic,6596
20417,29445,Epidemic,4499
20418,29445,Epidemic,8298
20419,29445,Epidemic,11368
20420,11121,Tess,12215
20421,11121,Tess,5480
20422,11121,Tess,7060
20423,11121,Tess,5335
20424,11121,Tess,12462
20425,55457,I Wanna Hold Your Hand,3659
20426,55457,I Wanna Hold Your Hand,2730
20427,55457,I Wanna Hold Your Hand,13465
20428,55457,I Wanna Hold Your Hand,2028
20429,55457,I Wanna Hold Your Hand,5182
20430,21241,Cannonball,3886
20431,21241,Cannonball,3885
20432,21241,Cannonball,3143
20433,21241,Cannonball,1048
20434,21241,Cannonball,587
20435,12456,The Five Obstructions,8323
20436,12456,The Five Obstructions,9031
20437,12456,The Five Obstructions,6624
20438,12456,The Five Obstructions,13502
20439,12456,The Five Obstructions,14965
20440,18499,The Decline Of The American Empire,3586
20441,18499,The Decline Of The American Empire,2450
20442,18499,The Decline Of The American Empire,7867
20443,18499,The Decline Of The American Empire,9396
20444,18499,The Decline Of The American Empire,7430
20445,13644,All I Want For Christmas,14512
20446,13644,All I Want For Christmas,1003
20447,13644,All I Want For Christmas,5830
20448,13644,All I Want For Christmas,11946
20449,13644,All I Want For Christmas,209
20450,13416,Friday Night Lights,711
20451,13416,Friday Night Lights,2125
20452,13416,Friday Night Lights,5852
20453,13416,Friday Night Lights,10028
20454,13416,Friday Night Lights,12215
20455,1435,Tarnation,8323
20456,1435,Tarnation,9031
20457,1435,Tarnation,6624
20458,1435,Tarnation,13502
20459,1435,Tarnation,14965
20460,11099,The Final Cut,12760
20461,11099,The Final Cut,12764
20462,11099,The Final Cut,13081
20463,11099,The Final Cut,11135
20464,11099,The Final Cut,6883
20465,12483,Riding The Bullet,4306
20466,12483,Riding The Bullet,5632
20467,12483,Riding The Bullet,11194
20468,12483,Riding The Bullet,6596
20469,12483,Riding The Bullet,1944
20470,18701,Being Julia,12215
20471,18701,Being Julia,7381
20472,18701,Being Julia,7623
20473,18701,Being Julia,13141
20474,18701,Being Julia,6605
20475,15566,Surviving Christmas,12745
20476,15566,Surviving Christmas,1265
20477,15566,Surviving Christmas,3762
20478,15566,Surviving Christmas,1293
20479,15566,Surviving Christmas,13045
20480,1970,The Grudge,5372
20481,1970,The Grudge,4510
20482,1970,The Grudge,12573
20483,1970,The Grudge,4825
20484,1970,The Grudge,11678
20485,8849,Alfie,336
20486,8849,Alfie,5573
20487,8849,Alfie,13465
20488,8849,Alfie,8825
20489,8849,Alfie,196
20490,4553,The Machinist,11194
20491,4553,The Machinist,14004
20492,4553,The Machinist,1859
20493,4553,The Machinist,8540
20494,4553,The Machinist,5194
20495,11109,Vera Drake,3072
20496,11109,Vera Drake,10359
20497,11109,Vera Drake,548
20498,11109,Vera Drake,1682
20499,11109,Vera Drake,6673
20500,9391,Enduring Love,12764
20501,9391,Enduring Love,13081
20502,9391,Enduring Love,10344
20503,9391,Enduring Love,11194
20504,9391,Enduring Love,5480
20505,176,Saw,5393
20506,176,Saw,14795
20507,176,Saw,7445
20508,176,Saw,6315
20509,176,Saw,4948
20510,1677,Ray,36
20511,1677,Ray,2992
20512,1677,Ray,4507
20513,1677,Ray,3011
20514,1677,Ray,955
20515,10740,Birth,12764
20516,10740,Birth,13081
20517,10740,Birth,14771
20518,10740,Birth,11194
20519,10740,Birth,5480
20520,9806,The Incredibles,8424
20521,9806,The Incredibles,5503
20522,9806,The Incredibles,2604
20523,9806,The Incredibles,6115
20524,9806,The Incredibles,6859
20525,12777,It'S All About Love,5034
20526,12777,It'S All About Love,12215
20527,12777,It'S All About Love,12760
20528,12777,It'S All About Love,3240
20529,12777,It'S All About Love,13718
20530,5255,The Polar Express,9652
20531,5255,The Polar Express,11053
20532,5255,The Polar Express,10479
20533,5255,The Polar Express,8309
20534,5255,The Polar Express,4037
20535,11184,Kinsey,6959
20536,11184,Kinsey,7206
20537,11184,Kinsey,288
20538,11184,Kinsey,3822
20539,11184,Kinsey,745
20540,11249,Seed Of Chucky,9405
20541,11249,Seed Of Chucky,4499
20542,11249,Seed Of Chucky,1216
20543,11249,Seed Of Chucky,6444
20544,11249,Seed Of Chucky,7867
20545,10589,After The Sunset,7977
20546,10589,After The Sunset,11029
20547,10589,After The Sunset,2119
20548,10589,After The Sunset,5268
20549,10589,After The Sunset,11812
20550,9801,Bridget Jones: The Edge Of Reason,2250
20551,9801,Bridget Jones: The Edge Of Reason,13929
20552,9801,Bridget Jones: The Edge Of Reason,5329
20553,9801,Bridget Jones: The Edge Of Reason,13045
20554,9801,Bridget Jones: The Edge Of Reason,13142
20555,866,Finding Neverland,5109
20556,866,Finding Neverland,12215
20557,866,Finding Neverland,9070
20558,866,Finding Neverland,6114
20559,866,Finding Neverland,12170
20560,4251,Veer-Zaara,14781
20561,4251,Veer-Zaara,12215
20562,4251,Veer-Zaara,5034
20563,4251,Veer-Zaara,6028
20564,4251,Veer-Zaara,11760
20565,2059,National Treasure,5899
20566,2059,National Treasure,9321
20567,2059,National Treasure,2885
20568,2059,National Treasure,7186
20569,2059,National Treasure,8168
20570,140,Bad Education,4752
20571,140,Bad Education,3113
20572,140,Bad Education,12215
20573,140,Bad Education,7869
20574,140,Bad Education,13081
20575,11836,The Spongebob Squarepants Movie,11271
20576,11836,The Spongebob Squarepants Movie,10358
20577,11836,The Spongebob Squarepants Movie,1387
20578,11836,The Spongebob Squarepants Movie,7293
20579,11836,The Spongebob Squarepants Movie,1806
20580,1966,Alexander,5353
20581,1966,Alexander,13070
20582,1966,Alexander,12215
20583,1966,Alexander,6134
20584,1966,Alexander,4541
20585,13673,Christmas With The Kranks,14658
20586,13673,Christmas With The Kranks,425
20587,13673,Christmas With The Kranks,7549
20588,13673,Christmas With The Kranks,12477
20589,13673,Christmas With The Kranks,782
20590,2288,Closer,12215
20591,2288,Closer,902
20592,2288,Closer,5480
20593,2288,Closer,7060
20594,2288,Closer,5884
20595,15397,I Am David,3087
20596,15397,I Am David,3742
20597,15397,I Am David,8237
20598,15397,I Am David,10736
20599,15397,I Am David,10756
20600,9550,House Of Flying Daggers,12215
20601,9550,House Of Flying Daggers,3443
20602,9550,House Of Flying Daggers,9449
20603,9550,House Of Flying Daggers,12089
20604,9550,House Of Flying Daggers,13070
20605,163,Ocean'S Twelve,2646
20606,163,Ocean'S Twelve,5650
20607,163,Ocean'S Twelve,2127
20608,163,Ocean'S Twelve,12730
20609,163,Ocean'S Twelve,1794
20610,36648,Blade: Trinity,4037
20611,36648,Blade: Trinity,832
20612,36648,Blade: Trinity,7367
20613,36648,Blade: Trinity,14890
20614,36648,Blade: Trinity,10604
20615,16248,D.A.R.Y.L.,5933
20616,16248,D.A.R.Y.L.,2340
20617,16248,D.A.R.Y.L.,12316
20618,16248,D.A.R.Y.L.,11186
20619,16248,D.A.R.Y.L.,1380
20620,15613,Fire In The Sky,12573
20621,15613,Fire In The Sky,4825
20622,15613,Fire In The Sky,12764
20623,15613,Fire In The Sky,13081
20624,15613,Fire In The Sky,7322
20625,8424,Love Me If You Dare,12215
20626,8424,Love Me If You Dare,4961
20627,8424,Love Me If You Dare,7341
20628,8424,Love Me If You Dare,13492
20629,8424,Love Me If You Dare,9260
20630,18889,Control Room,5233
20631,18889,Control Room,7133
20632,18889,Control Room,4890
20633,18889,Control Room,5680
20634,18889,Control Room,9407
20635,29859,The Adventure Of Sherlock Holmes' Smarter Brother,3196
20636,29859,The Adventure Of Sherlock Holmes' Smarter Brother,1291
20637,29859,The Adventure Of Sherlock Holmes' Smarter Brother,10762
20638,29859,The Adventure Of Sherlock Holmes' Smarter Brother,12879
20639,29859,The Adventure Of Sherlock Holmes' Smarter Brother,1486
20640,19174,Dolemite,13105
20641,19174,Dolemite,12207
20642,19174,Dolemite,3708
20643,19174,Dolemite,12409
20644,19174,Dolemite,12706
20645,9385,The Twelve Tasks Of Asterix,8079
20646,9385,The Twelve Tasks Of Asterix,8080
20647,9385,The Twelve Tasks Of Asterix,4195
20648,9385,The Twelve Tasks Of Asterix,11405
20649,9385,The Twelve Tasks Of Asterix,4207
20650,28209,Emmanuelle Ii,12215
20651,28209,Emmanuelle Ii,5480
20652,28209,Emmanuelle Ii,7060
20653,28209,Emmanuelle Ii,5335
20654,28209,Emmanuelle Ii,12462
20655,1835,"Farewell, My Lovely",13081
20656,1835,"Farewell, My Lovely",12768
20657,1835,"Farewell, My Lovely",12730
20658,1835,"Farewell, My Lovely",7422
20659,1835,"Farewell, My Lovely",1617
20660,10711,French Connection Ii,4359
20661,10711,French Connection Ii,6308
20662,10711,French Connection Ii,5057
20663,10711,French Connection Ii,11349
20664,10711,French Connection Ii,7360
20665,19740,The Great Waldo Pepper,9449
20666,19740,The Great Waldo Pepper,13070
20667,19740,The Great Waldo Pepper,5852
20668,19740,The Great Waldo Pepper,9321
20669,19740,The Great Waldo Pepper,3710
20670,1829,The Story Of Adele H,12215
20671,1829,The Story Of Adele H,4275
20672,1829,The Story Of Adele H,13580
20673,1829,The Story Of Adele H,4961
20674,1829,The Story Of Adele H,664
20675,43430,"The Irony Of Fate, Or Enjoy Your Bath!",11646
20676,43430,"The Irony Of Fate, Or Enjoy Your Bath!",14780
20677,43430,"The Irony Of Fate, Or Enjoy Your Bath!",12444
20678,43430,"The Irony Of Fate, Or Enjoy Your Bath!",12441
20679,43430,"The Irony Of Fate, Or Enjoy Your Bath!",12215
20680,5725,Supervixens,9996
20681,5725,Supervixens,4145
20682,5725,Supervixens,13465
20683,5725,Supervixens,2028
20684,5725,Supervixens,11095
20685,38783,Trilogy Of Terror,700
20686,38783,Trilogy Of Terror,7524
20687,38783,Trilogy Of Terror,12573
20688,38783,Trilogy Of Terror,11002
20689,38783,Trilogy Of Terror,4825
20690,3870,1900,12215
20691,3870,1900,4275
20692,3870,1900,13193
20693,3870,1900,5376
20694,3870,1900,664
20695,1660,Small Change,5057
20696,1660,Small Change,4961
20697,1660,Small Change,1465
20698,1660,Small Change,15051
20699,1660,Small Change,2581
20700,6476,From Noon Till Three,2136
20701,6476,From Noon Till Three,6475
20702,6476,From Noon Till Three,14363
20703,6476,From Noon Till Three,13465
20704,6476,From Noon Till Three,2879
20705,10640,Futureworld,7367
20706,10640,Futureworld,14890
20707,10640,Futureworld,12760
20708,10640,Futureworld,4037
20709,10640,Futureworld,14424
20710,33324,Harlan County U.S.A.,11629
20711,33324,Harlan County U.S.A.,1915
20712,33324,Harlan County U.S.A.,5119
20713,33324,Harlan County U.S.A.,5643
20714,33324,Harlan County U.S.A.,7228
20715,42252,The Missouri Breaks,7502
20716,42252,The Missouri Breaks,2879
20717,42252,The Missouri Breaks,3223
20718,42252,The Missouri Breaks,1668
20719,42252,The Missouri Breaks,3474
20720,11558,Silver Streak,12730
20721,11558,Silver Streak,8918
20722,11558,Silver Streak,419
20723,11558,Silver Streak,1563
20724,11558,Silver Streak,3142
20725,5651,Up!,9996
20726,5651,Up!,4136
20727,5651,Up!,13465
20728,5651,Up!,2028
20729,5651,Up!,11095
20730,43751,Who Can Kill A Child?,12573
20731,43751,Who Can Kill A Child?,4825
20732,43751,Who Can Kill A Child?,14378
20733,43751,Who Can Kill A Child?,7524
20734,43751,Who Can Kill A Child?,8261
20735,14336,Abba - The Movie,9093
20736,14336,Abba - The Movie,2992
20737,14336,Abba - The Movie,3580
20738,14336,Abba - The Movie,7262
20739,14336,Abba - The Movie,11673
20740,18775,Demon Seed,15046
20741,18775,Demon Seed,2340
20742,18775,Demon Seed,4665
20743,18775,Demon Seed,9569
20744,18775,Demon Seed,10263
20745,12535,High Anxiety,1208
20746,12535,High Anxiety,3264
20747,12535,High Anxiety,11
20748,12535,High Anxiety,3955
20749,12535,High Anxiety,357
20750,38985,Sorcerer,6874
20751,38985,Sorcerer,6873
20752,38985,Sorcerer,9321
20753,38985,Sorcerer,2582
20754,38985,Sorcerer,1165
20755,61280,The Turning Point,12215
20756,61280,The Turning Point,5480
20757,61280,The Turning Point,7060
20758,61280,The Turning Point,2018
20759,61280,The Turning Point,5335
20760,16378,The Rutles: All You Need Is Cash,562
20761,16378,The Rutles: All You Need Is Cash,10123
20762,16378,The Rutles: All You Need Is Cash,3221
20763,16378,The Rutles: All You Need Is Cash,591
20764,16378,The Rutles: All You Need Is Cash,4247
20765,11935,Capricorn One,4621
20766,11935,Capricorn One,12760
20767,11935,Capricorn One,11135
20768,11935,Capricorn One,4178
20769,11935,Capricorn One,6883
20770,13481,The Five Venoms,10355
20771,13481,The Five Venoms,5530
20772,13481,The Five Venoms,5829
20773,13481,The Five Venoms,11869
20774,13481,The Five Venoms,7631
20775,24998,Gates Of Heaven,8003
20776,24998,Gates Of Heaven,9890
20777,24998,Gates Of Heaven,3129
20778,24998,Gates Of Heaven,11629
20779,24998,Gates Of Heaven,3499
20780,1362,The Hobbit,2687
20781,1362,The Hobbit,3215
20782,1362,The Hobbit,8845
20783,1362,The Hobbit,10298
20784,1362,The Hobbit,3945
20785,29107,The Grapes Of Death,2706
20786,29107,The Grapes Of Death,3043
20787,29107,The Grapes Of Death,12761
20788,29107,The Grapes Of Death,601
20789,29107,The Grapes Of Death,8096
20790,11537,Snake In The Eagle'S Shadow,1566
20791,11537,Snake In The Eagle'S Shadow,3217
20792,11537,Snake In The Eagle'S Shadow,2785
20793,11537,Snake In The Eagle'S Shadow,13105
20794,11537,Snake In The Eagle'S Shadow,8747
20795,33701,French Fried Vacation 2,5077
20796,33701,French Fried Vacation 2,9713
20797,33701,French Fried Vacation 2,3226
20798,33701,French Fried Vacation 2,12972
20799,33701,French Fried Vacation 2,53
20800,38438,Buffet Froid,2715
20801,38438,Buffet Froid,3708
20802,38438,Buffet Froid,3105
20803,38438,Buffet Froid,1465
20804,38438,Buffet Froid,3034
20805,10654,Hair,6847
20806,10654,Hair,4507
20807,10654,Hair,7867
20808,10654,Hair,9396
20809,10654,Hair,1544
20810,25264,I As In Icarus,5057
20811,25264,I As In Icarus,11349
20812,25264,I As In Icarus,4482
20813,25264,I As In Icarus,1465
20814,25264,I As In Icarus,5748
20815,18966,Love At First Bite,14658
20816,18966,Love At First Bite,2284
20817,18966,Love At First Bite,13109
20818,18966,Love At First Bite,4463
20819,18966,Love At First Bite,3477
20820,30636,La Luna,9881
20821,30636,La Luna,9729
20822,30636,La Luna,12215
20823,30636,La Luna,12114
20824,30636,La Luna,661
20825,45169,Quintet,10261
20826,45169,Quintet,10864
20827,45169,Quintet,1551
20828,45169,Quintet,2340
20829,45169,Quintet,4092
20830,64353,The Hitch Hikers Guide To The Galaxy,11245
20831,64353,The Hitch Hikers Guide To The Galaxy,3884
20832,64353,The Hitch Hikers Guide To The Galaxy,633
20833,64353,The Hitch Hikers Guide To The Galaxy,4710
20834,64353,The Hitch Hikers Guide To The Galaxy,12604
20835,14087,Barefoot Gen,13406
20836,14087,Barefoot Gen,14311
20837,14087,Barefoot Gen,3015
20838,14087,Barefoot Gen,6835
20839,14087,Barefoot Gen,7430
20840,6341,Blue Thunder,3669
20841,6341,Blue Thunder,4621
20842,6341,Blue Thunder,4943
20843,6341,Blue Thunder,7869
20844,6341,Blue Thunder,12706
20845,27679,D.C. Cab,3187
20846,27679,D.C. Cab,5970
20847,27679,D.C. Cab,11947
20848,27679,D.C. Cab,379
20849,27679,D.C. Cab,1652
20850,7012,The Day After,10864
20851,7012,The Day After,8288
20852,7012,The Day After,2340
20853,7012,The Day After,8681
20854,7012,The Day After,10646
20855,23096,Doctor Detroit,2365
20856,23096,Doctor Detroit,425
20857,23096,Doctor Detroit,1185
20858,23096,Doctor Detroit,4202
20859,23096,Doctor Detroit,13465
20860,15251,Eddie Murphy: Delirious,2167
20861,15251,Eddie Murphy: Delirious,4770
20862,15251,Eddie Murphy: Delirious,11247
20863,15251,Eddie Murphy: Delirious,2443
20864,15251,Eddie Murphy: Delirious,13465
20865,11948,"Merry Christmas, Mr. Lawrence",10868
20866,11948,"Merry Christmas, Mr. Lawrence",975
