id_peli,title,word_bag
10655,Gettysburg,Gettysburg  Drama History War RonaldF.Maxwell RonaldF.Maxwell
9989,Antitrust,Antitrust  Drama Action Crime PeterHowitt PeterHowitt
9816,Save The Last Dance,Save The Last Dance SaveTheLastDanceCollection Family Romance Drama Music ThomasCarter ThomasCarter
20637,Panic,Panic  Comedy Drama Crime HenryBromell HenryBromell
5955,The Pledge,The Pledge  Drama Crime Thriller Mystery SeanPenn SeanPenn
66599,Love Field,Love Field  Romance Drama JonathanKaplan JonathanKaplan
17474,The Man In The Moon,The Man In The Moon  Family Romance Drama RobertMulligan RobertMulligan
11191,Mystic Pizza,Mystic Pizza  Comedy Romance Drama DonaldPetrie DonaldPetrie
2613,Prelude To A Kiss,Prelude To A Kiss  Comedy Romance Drama NormanRené NormanRené
17006,I'M Gonna Git You Sucka,I'M Gonna Git You Sucka  Comedy Action KeenenIvoryWayans KeenenIvoryWayans
26333,Untamed Heart,Untamed Heart  Comedy Romance Drama TonyBill TonyBill
16723,Sugar & Spice,Sugar & Spice  Comedy Crime  
2018,The Wedding Planner,The Wedding Planner  Comedy AdamShankman AdamShankman
47943,"Harry, He'S Here To Help","Harry, He'S Here To Help  Comedy DominikMoll DominikMoll"
5709,Amazon Women On The Moon,Amazon Women On The Moon  Comedy Science Fiction PeterHorton JohnLandis JoeDante CarlGottlieb RobertK.Weiss PeterHorton JohnLandis JoeDante CarlGottlieb RobertK.Weiss
11215,Baby Boom,Baby Boom  Comedy Family Romance CharlesShyer CharlesShyer
26477,Back To The Beach,Back To The Beach  Comedy Music LyndallHobbs LyndallHobbs
10937,Barfly,Barfly  Comedy Romance Drama BarbetSchroeder BarbetSchroeder
4639,Best Seller,Best Seller  Drama Action Crime Thriller JohnFlynn JohnFlynn
96,Beverly Hills Cop Ii,Beverly Hills Cop Ii BeverlyHillsCopCollection Comedy Action Crime TonyScott TonyScott
90,Beverly Hills Cop,Beverly Hills Cop BeverlyHillsCopCollection Comedy Action Crime MartinBrest MartinBrest
11028,The Big Easy,The Big Easy  Drama Action Crime Mystery  
19324,Born In East L.A.,Born In East L.A.  Comedy CheechMarin CheechMarin
19933,The Brave Little Toaster,The Brave Little Toaster TheBraveLittleToasterCollection Animation Comedy Family Adventure Fantasy Music JerryRees JerryRees
12919,Can'T Buy Me Love,Can'T Buy Me Love  Comedy Family Romance Drama SteveRash SteveRash
15785,Cherry 2000,Cherry 2000  Science Fiction SteveDeJarnatt SteveDeJarnatt
31701,Cop,Cop  Drama Crime Thriller Mystery JamesB.Harris JamesB.Harris
31563,Critical Condition,Critical Condition  Comedy MichaelApted MichaelApted
12506,Cry Freedom,Cry Freedom  Drama RichardAttenborough RichardAttenborough
70199,Dead Of Winter,Dead Of Winter  Crime Thriller Horror Mystery ArthurPenn ArthurPenn
17159,Eddie Murphy Raw,Eddie Murphy Raw  Comedy RobertTownsend RobertTownsend
10110,Empire Of The Sun,Empire Of The Sun  Drama History War StevenSpielberg StevenSpielberg
18935,Ernest Goes To Camp,Ernest Goes To Camp ErnestCollection Comedy Family  
764,The Evil Dead,The Evil Dead EvilDeadCollection Horror SamRaimi SamRaimi
20287,Extreme Prejudice,Extreme Prejudice  Drama Action Crime Thriller Western WalterHill WalterHill
71881,Five Corners,Five Corners  Drama TonyBill TonyBill
4918,The Fourth Protocol,The Fourth Protocol  Drama Action Thriller JohnMackenzie JohnMackenzie
28368,Gardens Of Stone,Gardens Of Stone  Drama History FrancisFordCoppola FrancisFordCoppola
34101,Hollywood Shuffle,Hollywood Shuffle  Comedy RobertTownsend RobertTownsend
32054,Hope And Glory,Hope And Glory  Drama War JohnBoorman JohnBoorman
2614,Innerspace,Innerspace  Comedy Action Science Fiction JoeDante JoeDante
40962,Ironweed,Ironweed  Drama HectorBabenco HectorBabenco
12704,Ishtar,Ishtar  Comedy Adventure Action ElaineMay ElaineMay
580,Jaws: The Revenge,Jaws: The Revenge TheJawsCollection Adventure Thriller JosephSargent JosephSargent
24828,Leonard Part 6,Leonard Part 6  Comedy Action PaulWeiland PaulWeiland
13703,Less Than Zero,Less Than Zero  Romance Drama Crime MarekKanievska MarekKanievska
36914,Like Father Like Son,Like Father Like Son  Comedy Fantasy RodDaniel RodDaniel
1547,The Lost Boys,The Lost Boys LostBoysCollection Comedy Horror JoelSchumacher JoelSchumacher
42010,Made In Heaven,Made In Heaven  Comedy Fantasy Romance Drama AlanRudolph AlanRudolph
2608,Maid To Order,Maid To Order  Comedy Fantasy AmyHoldenJones AmyHoldenJones
10019,Mannequin,Mannequin MannequinCollection Comedy Fantasy Romance MichaelGottlieb MichaelGottlieb
11649,Masters Of The Universe,Masters Of The Universe  Adventure Fantasy Action Thriller Science Fiction GaryGoddard GaryGoddard
13509,The Monster Squad,The Monster Squad  Comedy Fantasy Action Horror Science Fiction FredDekker FredDekker
10984,Valentine,Valentine  Thriller Horror JamieBlanks JamieBlanks
843,In The Mood For Love,In The Mood For Love  Romance Drama  
318,The Million Dollar Hotel,The Million Dollar Hotel  Drama Thriller WimWenders WimWenders
12806,Nico And Dani,Nico And Dani  Comedy Romance Drama CescGay CescGay
9740,Hannibal,Hannibal TheHannibalLecterAnthology Drama Crime Thriller Horror RidleyScott RidleyScott
10878,Saving Silverman,Saving Silverman  Comedy Romance Crime DennisDugan DennisDugan
10697,The Taste Of Others,The Taste Of Others  Comedy Romance Drama AgnèsJaoui AgnèsJaoui
7093,Vatel,Vatel  Romance Drama History RolandJoffé RolandJoffé
16300,Down To Earth,Down To Earth  Comedy Fantasy Romance Science Fiction ChrisWeitz PaulWeitz ChrisWeitz PaulWeitz
19405,Recess: School'S Out,Recess: School'S Out DisneysGroßePause Animation Comedy Family Science Fiction ChuckSheetz ChuckSheetz
1921,Sweet November,Sweet November  Romance Drama PatO'Connor PatO'Connor
23685,Monkeybone,Monkeybone  Animation Comedy Adventure Fantasy Action HenrySelick HenrySelick
12138,3000 Miles To Graceland,3000 Miles To Graceland  Comedy Adventure Action Crime Thriller DemianLichtenstein DemianLichtenstein
6073,The Mexican,The Mexican  Comedy Romance Action Crime GoreVerbinski GoreVerbinski
39180,See Spot Run,See Spot Run  Comedy Family Action JohnWhitesell JohnWhitesell
25208,The Caveman'S Valentine,The Caveman'S Valentine  Drama Thriller Mystery KasiLemmons KasiLemmons
19513,Series 7: The Contenders,Series 7: The Contenders  Comedy Action Thriller DanielMinahan DanielMinahan
2749,15 Minutes,15 Minutes  Action Crime Thriller JohnHerzfeld JohnHerzfeld
10050,Get Over It,Get Over It  Comedy Romance TommyO'Haver TommyO'Haver
17203,Blow Dry,Blow Dry  Comedy Drama PaddyBreathnach PaddyBreathnach
13889,Madadayo,Madadayo  Drama AkiraKurosawa AkiraKurosawa
6028,The Mirror Crack'D,The Mirror Crack'D  Crime Thriller Mystery GuyHamilton GuyHamilton
42148,Pixote,Pixote  Drama Crime HectorBabenco HectorBabenco
25447,Tapeheads,Tapeheads  Comedy Drama BillFishman BillFishman
28410,Tuff Turf,Tuff Turf  Romance Drama Action FritzKiersch FritzKiersch
38545,The Unbelievable Truth,The Unbelievable Truth  Comedy Romance Drama HalHartley HalHartley
14460,Battle Beyond The Stars,Battle Beyond The Stars  Science Fiction JimmyT.Murakami JimmyT.Murakami
17466,Death Warrant,Death Warrant  Drama Action Crime Thriller Mystery DeranSarafian DeranSarafian
9594,Double Impact,Double Impact  Drama Action Crime Thriller SheldonLettich SheldonLettich
2453,Harley Davidson And The Marlboro Man,Harley Davidson And The Marlboro Man  Action Thriller SimonWincer SimonWincer
33676,Losin' It,Losin' It  Comedy CurtisHanson CurtisHanson
4587,Mermaids,Mermaids  Comedy Romance Drama RichardBenjamin RichardBenjamin
31004,The Mighty Quinn,The Mighty Quinn  Comedy Action Thriller Mystery CarlSchenkel CarlSchenkel
27859,Rated X,Rated X  Drama EmilioEstevez EmilioEstevez
11454,Manhunter,Manhunter TheHannibalLecterAnthology Crime Thriller Horror MichaelMann MichaelMann
38718,Reversal Of Fortune,Reversal Of Fortune  Drama BarbetSchroeder BarbetSchroeder
4192,Death On The Nile,Death On The Nile  Mystery JohnGuillermin JohnGuillermin
11607,Deepstar Six,Deepstar Six  Action Thriller Horror Science Fiction SeanS.Cunningham SeanS.Cunningham
14052,Revenge Of The Nerds,Revenge Of The Nerds  Comedy JeffKanew JeffKanew
16889,Revenge Of The Nerds Ii: Nerds In Paradise,Revenge Of The Nerds Ii: Nerds In Paradise  Comedy JoeRoth JoeRoth
39934,Longtime Companion,Longtime Companion  Drama NormanRené NormanRené
21309,River'S Edge,River'S Edge  Drama Crime TimHunter TimHunter
16263,Girls Just Want To Have Fun,Girls Just Want To Have Fun  Comedy Family Romance Music AlanMetter AlanMetter
20704,Necessary Roughness,Necessary Roughness  Comedy StanDragoti StanDragoti
23730,C.H.U.D.,C.H.U.D. C.H.U.D.Collection Horror Science Fiction DouglasCheek DouglasCheek
853,Enemy At The Gates,Enemy At The Gates  War Jean-JacquesAnnaud Jean-JacquesAnnaud
10877,Exit Wounds,Exit Wounds  Action Crime Thriller AndrzejBartkowiak AndrzejBartkowiak
5257,The Dish,The Dish  Comedy Drama History RobSitch RobSitch
77,Memento,Memento  Thriller Mystery ChristopherNolan ChristopherNolan
10833,Heartbreakers,Heartbreakers  Comedy Romance Crime DavidMirkin DavidMirkin
20309,Say It Isn'T So,Say It Isn'T So  Comedy Romance J.B.Rogers J.B.Rogers
12658,Someone Like You...,Someone Like You...  Comedy Romance TonyGoldwyn TonyGoldwyn
10054,Spy Kids,Spy Kids SpyKidsCollection Comedy Family Adventure Action RobertRodriguez RobertRodriguez
10646,Tomcats,Tomcats  Comedy Romance GregoryPoirier GregoryPoirier
2575,The Tailor Of Panama,The Tailor Of Panama  Drama Thriller JohnBoorman JohnBoorman
55,Amores Perros,Amores Perros  Drama Thriller AlejandroGonzálezIñárritu AlejandroGonzálezIñárritu
44379,The Gleaners & I,The Gleaners & I  Documentary Foreign AgnèsVarda AgnèsVarda
2043,Along Came A Spider,Along Came A Spider AlexCrossCollection Action Crime Thriller Mystery LeeTamahori LeeTamahori
4133,Blow,Blow  Drama Crime TedDemme TedDemme
56715,Just Visiting,Just Visiting TheVisitorsCollection Comedy Fantasy Science Fiction Jean-MariePoiré Jean-MariePoiré
634,Bridget Jones'S Diary,Bridget Jones'S Diary BridgetJonesCollection Comedy Romance Drama SharonMaguire SharonMaguire
10956,Joe Dirt,Joe Dirt JoeDirtCollection Comedy Adventure Romance Drama Mystery DennieGordon DennieGordon
19366,Josie And The Pussycats,Josie And The Pussycats  Comedy Music HarryElfont DeborahKaplan HarryElfont DeborahKaplan
9519,Chopper,Chopper  Drama Crime Thriller AndrewDominik AndrewDominik
9290,Crocodile Dundee In Los Angeles,Crocodile Dundee In Los Angeles CrocodileDundeeCollection Comedy Adventure SimonWincer SimonWincer
13166,Freddy Got Fingered,Freddy Got Fingered  Comedy TomGreen TomGreen
52654,The Luzhin Defence,The Luzhin Defence  Romance Drama MarleenGorris MarleenGorris
111,Scarface,Scarface  Drama Action Crime Thriller BrianDePalma BrianDePalma
10477,Driven,Driven  Action RennyHarlin RennyHarlin
12484,The Forsaken,The Forsaken  Adventure Action Thriller Horror J.S.Cardone J.S.Cardone
2144,One Night At Mccool'S,One Night At Mccool'S  Comedy Action Crime HaraldZwart HaraldZwart
24113,Town & Country,Town & Country  Comedy Romance PeterChelsom PeterChelsom
1734,The Mummy Returns,The Mummy Returns TheMummyCollection Adventure Fantasy Action StephenSommers StephenSommers
38047,Eureka,Eureka  Drama ShinjiAoyama ShinjiAoyama
4973,Under The Sand,Under The Sand  Drama Mystery FrançoisOzon FrançoisOzon
849,Krull,Krull  Adventure Fantasy Action PeterYates PeterYates
27223,Lost In America,Lost In America  Comedy AlbertBrooks AlbertBrooks
31863,True Believer,True Believer  Drama Crime JosephRuben JosephRuben
11307,The World According To Garp,The World According To Garp  Comedy GeorgeRoyHill GeorgeRoyHill
3784,Frankie And Johnny,Frankie And Johnny  Comedy Romance Drama GarryMarshall GarryMarshall
11936,City Of Women,City Of Women  Comedy Drama FedericoFellini FedericoFellini
25221,For The Boys,For The Boys  Drama Music MarkRydell MarkRydell
19494,Nine To Five,Nine To Five  Comedy ColinHiggins ColinHiggins
40842,Norma Rae,Norma Rae  Drama MartinRitt MartinRitt
19357,Summer Rental,Summer Rental  Comedy CarlReiner CarlReiner
32924,Catchfire,Catchfire  Romance Drama Action Thriller DennisHopper DennisHopper
11174,Pelle The Conqueror,Pelle The Conqueror  Drama BilleAugust BilleAugust
9476,A Knight'S Tale,A Knight'S Tale  Adventure Romance Drama Action BrianHelgeland BrianHelgeland
5852,Angel Eyes,Angel Eyes  Romance Drama Thriller LuisMandoki LuisMandoki
808,Shrek,Shrek ShrekCollection Animation Comedy Family Adventure Fantasy AndrewAdamson VickyJenson AndrewAdamson VickyJenson
824,Moulin Rouge!,Moulin Rouge!  Romance Drama Music BazLuhrmann BazLuhrmann
676,Pearl Harbor,Pearl Harbor  Romance History War MichaelBay MichaelBay
26813,Himalaya,Himalaya  Adventure Drama EricValli MichelDebats EricValli MichelDebats
29572,The Man Who Cried,The Man Who Cried  Romance Drama War Music SallyPotter SallyPotter
26255,Love Potion No. 9,Love Potion No. 9  Comedy Romance DaleLauner DaleLauner
22414,Postcards From The Edge,Postcards From The Edge  Comedy Drama MikeNichols MikeNichols
42233,"Buffalo Bill And The Indians, Or Sitting Bull'S History Lesson","Buffalo Bill And The Indians, Or Sitting Bull'S History Lesson  Comedy Western RobertAltman RobertAltman"
1406,City Slickers,City Slickers CitySlickersCollection Comedy Adventure Drama Action Western RonUnderwood RonUnderwood
13554,Eight Men Out,Eight Men Out  Drama History JohnSayles JohnSayles
1632,Mississippi Burning,Mississippi Burning  Drama Crime Thriller AlanParker AlanParker
11896,Throw Momma From The Train,Throw Momma From The Train  Comedy Crime  
25538,Yi Yi,Yi Yi  Romance Drama EdwardYang EdwardYang
11090,The Animal,The Animal  Comedy Action LukeGreenfield LukeGreenfield
14034,What'S The Worst That Could Happen?,What'S The Worst That Could Happen?  Comedy Action SamWeisman SamWeisman
9705,Swordfish,Swordfish  Action Crime Thriller DominicSena DominicSena
26475,The Anniversary Party,The Anniversary Party  Comedy Drama AlanCumming JenniferJasonLeigh AlanCumming JenniferJasonLeigh
32458,Forgotten Silver,Forgotten Silver  Comedy PeterJackson CostaBotes PeterJackson CostaBotes
9967,Uncommon Valor,Uncommon Valor  Adventure Drama Action Thriller TedKotcheff TedKotcheff
17494,Unlawful Entry,Unlawful Entry  Crime Thriller JonathanKaplan JonathanKaplan
17465,Youngblood,Youngblood  Romance Drama PeterMarkle PeterMarkle
9576,Tootsie,Tootsie  Comedy Romance SydneyPollack SydneyPollack
10865,Atlantis: The Lost Empire,Atlantis: The Lost Empire AtlantisCollection Animation Family Adventure Science Fiction GaryTrousdale KirkWise GaryTrousdale KirkWise
1995,Lara Croft: Tomb Raider,Lara Croft: Tomb Raider TombRaiderCollection Adventure Fantasy Action Thriller SimonWest SimonWest
10808,Dr. Dolittle 2,Dr. Dolittle 2 Dr.DolittleCollection Comedy Family Fantasy Romance SteveCarr SteveCarr
9799,The Fast And The Furious,The Fast And The Furious  Action Crime Thriller RobCohen RobCohen
644,A.I. Artificial Intelligence,A.I. Artificial Intelligence  Adventure Drama Science Fiction StevenSpielberg StevenSpielberg
16161,Baby Boy,Baby Boy  Romance Drama Crime JohnSingleton JohnSingleton
10691,Crazy/Beautiful,Crazy/Beautiful  Romance Drama JohnStockwell JohnStockwell
10615,Pootie Tang,Pootie Tang  Comedy Action LouisC.K. LouisC.K.
11826,Sexy Beast,Sexy Beast  Drama Crime Thriller JonathanGlazer JonathanGlazer
9301,The Princess And The Warrior,The Princess And The Warrior  Romance Drama TomTykwer TomTykwer
11444,The Closet,The Closet  Comedy FrancisVeber FrancisVeber
60670,The Crimson Rivers,The Crimson Rivers TheCrimsonRiversCollection Crime Thriller Mystery MathieuKassovitz MathieuKassovitz
10992,Cats & Dogs,Cats & Dogs Cats&DogsCollection Comedy Family LawrenceGuterman LawrenceGuterman
2140,Kiss Of The Dragon,Kiss Of The Dragon  Action Crime Thriller ChrisNahon ChrisNahon
4248,Scary Movie 2,Scary Movie 2 ScaryMovieCollection Comedy KeenenIvoryWayans KeenenIvoryWayans
17612,Lost And Delirious,Lost And Delirious  Romance Drama LéaPool LéaPool
3134,Baise-Moi,Baise-Moi  Romance Drama Crime Thriller VirginieDespentes Coralie VirginieDespentes Coralie
34899,The Vertical Ray Of The Sun,The Vertical Ray Of The Sun  Romance Drama Foreign TranAnhHung TranAnhHung
22478,Another Woman,Another Woman  Drama WoodyAllen WoodyAllen
11286,The Cannonball Run,The Cannonball Run CannonballRunCollection Comedy HalNeedham HalNeedham
11950,Cannonball Run Ii,Cannonball Run Ii CannonballRunCollection Comedy Action HalNeedham HalNeedham
12236,Speed Zone,Speed Zone CannonballRunCollection Comedy Action JimDrake JimDrake
6106,Salvador,Salvador  Drama OliverStone OliverStone
19200,Shadows And Fog,Shadows And Fog  Comedy Thriller WoodyAllen WoodyAllen
11300,Something Wild,Something Wild  Comedy Romance Drama Action JonathanDemme JonathanDemme
20075,Nice Dreams,Nice Dreams Cheech&ChongCollection Comedy TommyChong TommyChong
28794,The House By The Cemetery,The House By The Cemetery  Horror LucioFulci LucioFulci
20197,Things Are Tough All Over,Things Are Tough All Over Cheech&ChongCollection Comedy Action ThomasK.Avildsen ThomasK.Avildsen
32595,Howling Iii: The Marsupials,Howling Iii: The Marsupials  Comedy Horror Foreign PhilippeMora PhilippeMora
29471,Colonel Redl,Colonel Redl  Drama History IstvánSzabó IstvánSzabó
4780,Obsession,Obsession  Drama Thriller Mystery BrianDePalma BrianDePalma
11906,Suspiria,Suspiria TheThreeMothersCollection Horror DarioArgento DarioArgento
9589,Christiane F.,Christiane F.  Drama UliEdel UliEdel
13938,The Last Dragon,The Last Dragon  Comedy Adventure Action MichaelSchultz MichaelSchultz
10540,Outland,Outland  Science Fiction PeterHyams PeterHyams
2114,Final Fantasy: The Spirits Within,Final Fantasy: The Spirits Within FinalFantasyCollection Animation Adventure Fantasy Action Thriller Science Fiction HironobuSakaguchi MotonoriSakakibara HironobuSakaguchi MotonoriSakakibara
8835,Legally Blonde,Legally Blonde LegallyBlondeCollection Comedy RobertLuketic RobertLuketic
11371,The Score,The Score  Action Crime Thriller FrankOz FrankOz
15745,Made,Made  Comedy Action Thriller JonFavreau JonFavreau
36107,More,More  Animation Science Fiction MarkOsborne MarkOsborne
38965,18 Again!,18 Again!  Comedy Fantasy PaulFlaherty PaulFlaherty
47817,1969,1969  Drama War ErnestThompson ErnestThompson
31052,The Accidental Tourist,The Accidental Tourist  Romance Drama LawrenceKasdan LawrenceKasdan
10868,The Accused,The Accused  Drama JonathanKaplan JonathanKaplan
9395,Above The Law,Above The Law  Adventure Drama Action Thriller AndrewDavis AndrewDavis
14506,The Adventures Of Baron Munchausen,The Adventures Of Baron Munchausen  Comedy Adventure Fantasy Action TerryGilliam TerryGilliam
4281,Appointment With Death,Appointment With Death  Drama Crime Thriller Mystery MichaelWinner MichaelWinner
2,Ariel,Ariel  Drama Crime AkiKaurismäki AkiKaurismäki
26044,Arthur 2: On The Rocks,Arthur 2: On The Rocks ArthurCollection Comedy Romance BudYorkin BudYorkin
59797,Bad Dreams,Bad Dreams  Thriller Horror AndrewFleming AndrewFleming
14911,Bat*21,Bat*21  Drama Action War PeterMarkle PeterMarkle
15592,Beaches,Beaches  Comedy Drama GarryMarshall GarryMarshall
15267,The Beast Of War,The Beast Of War  Drama War KevinReynolds KevinReynolds
12710,Big Business,Big Business  Comedy JimAbrahams JimAbrahams
30502,Big Top Pee-Wee,Big Top Pee-Wee  Comedy Family RandalKleiser RandalKleiser
19382,Biloxi Blues,Biloxi Blues  Comedy Romance Drama MikeNichols MikeNichols
24679,Bird,Bird  Drama Music ClintEastwood ClintEastwood
9599,The Blob,The Blob  Horror Science Fiction ChuckRussell ChuckRussell
17170,"Bright Lights, Big City","Bright Lights, Big City  Drama JamesBridges JamesBridges"
18509,Caddyshack Ii,Caddyshack Ii CaddyshackCollection Comedy AllanArkush AllanArkush
34604,Casual Sex?,Casual Sex?  Comedy Romance GenevièveRobert GenevièveRobert
14441,Clean And Sober,Clean And Sober  Drama GlennGordonCaron GlennGordonCaron
10126,Colors,Colors  Drama Action Crime DennisHopper DennisHopper
9602,Coming To America,Coming To America  Comedy Romance JohnLandis JohnLandis
23752,The Couch Trip,The Couch Trip  Comedy MichaelRitchie MichaelRitchie
41952,Criminal Law,Criminal Law  Romance Drama Thriller MartinCampbell MartinCampbell
3980,Critters,Critters CrittersCollection Comedy Action Thriller Horror Science Fiction StephenHerek StephenHerek
10127,Critters 2,Critters 2 CrittersCollection Comedy Thriller Horror Science Fiction MickGarris MickGarris
12702,Critters 3,Critters 3 CrittersCollection Comedy Thriller Horror Science Fiction KristinePeterson KristinePeterson
9748,D.O.A.,D.O.A.  Thriller Mystery AnnabelJankel RockyMorton AnnabelJankel RockyMorton
10651,The Dead Pool,The Dead Pool DirtyHarryCollection Action Crime Thriller BuddyVanHorn BuddyVanHorn
10141,Dirty Rotten Scoundrels,Dirty Rotten Scoundrels  Comedy Crime FrankOz FrankOz
27362,Drowning By Numbers,Drowning By Numbers  Comedy Drama PeterGreenaway PeterGreenaway
5680,"Elvira, Mistress Of The Dark","Elvira, Mistress Of The Dark ElviraCollection Comedy Fantasy Horror Science Fiction JamesSignorelli JamesSignorelli"
26386,Ernest Saves Christmas,Ernest Saves Christmas ErnestCollection Comedy Family  
26355,For Keeps,For Keeps  Family Romance Drama JohnG.Avildsen JohnG.Avildsen
10675,Frantic,Frantic  Drama Crime Thriller Mystery RomanPolanski RomanPolanski
10130,Gorillas In The Mist,Gorillas In The Mist  Drama MichaelApted MichaelApted
2617,The Great Outdoors,The Great Outdoors  Comedy HowardDeutch HowardDeutch
21362,High Spirits,High Spirits  Comedy Fantasy Horror NeilJordan NeilJordan
30690,Hot To Trot,Hot To Trot  Comedy MichaelDinner MichaelDinner
38500,Howling Iv: The Original Nightmare,Howling Iv: The Original Nightmare TheHowlingCollection Horror JohnHough JohnHough
26723,Imagine: John Lennon,Imagine: John Lennon  Music Documentary AndrewSolt AndrewSolt
20443,Johnny Be Good,Johnny Be Good  Comedy BudSmith BudSmith
49365,Lady In White,Lady In White  Thriller Horror  
11347,The Lair Of The White Worm,The Lair Of The White Worm  Comedy Horror KenRussell KenRussell
12144,The Land Before Time,The Land Before Time TheLandBeforeTimeCollection Animation Family Adventure DonBluth DonBluth
13704,License To Drive,License To Drive  Comedy Family GregBeeman GregBeeman
12505,Little Nikita,Little Nikita  Drama Action Thriller RichardBenjamin RichardBenjamin
13482,The Milagro Beanfield War,The Milagro Beanfield War  Comedy Drama RobertRedford RobertRedford
34014,Moon Over Parador,Moon Over Parador  Comedy Romance Drama Action PaulMazursky PaulMazursky
29739,Moving,Moving  Comedy AlanMetter AlanMetter
12120,My Stepmother Is An Alien,My Stepmother Is An Alien  Comedy Science Fiction RichardBenjamin RichardBenjamin
47818,A Night In The Life Of Jimmy Reardon,A Night In The Life Of Jimmy Reardon  Romance Drama WilliamRichert WilliamRichert
38617,Off Limits,Off Limits  Drama Action Crime Thriller Mystery ChristopherCrowe ChristopherCrowe
3543,Bagdad Cafe,Bagdad Cafe  Comedy Drama PercyAdlon PercyAdlon
9604,Red Heat,Red Heat  Action Crime WalterHill WalterHill
24929,Return Of The Living Dead Part Ii,Return Of The Living Dead Part Ii  Comedy Horror KenWiederhorn KenWiederhorn
10925,The Return Of The Living Dead,The Return Of The Living Dead  Comedy Horror DanO'Bannon DanO'Bannon
24266,The Man From Snowy River,The Man From Snowy River TheManFromSnowyRiverCollection Family Romance Drama Action Western GeorgeT.Miller GeorgeT.Miller
18197,Running On Empty,Running On Empty  Drama SidneyLumet SidneyLumet
17126,Satisfaction,Satisfaction  Comedy Music JoanFreeman JoanFreeman
11503,The Serpent And The Rainbow,The Serpent And The Rainbow  Thriller Horror WesCraven WesCraven
9717,Shoot To Kill,Shoot To Kill  Adventure Action Crime Thriller RogerSpottiswoode RogerSpottiswoode
11966,Short Circuit 2,Short Circuit 2 ShortCircuitCollection Comedy Family Drama Science Fiction KennethJohnson KennethJohnson
2605,Short Circuit,Short Circuit ShortCircuitCollection Comedy Family Science Fiction JohnBadham JohnBadham
38560,Sunset,Sunset  Comedy Action Crime Thriller Mystery BlakeEdwards BlakeEdwards
26798,Switching Channels,Switching Channels  Comedy TedKotcheff TedKotcheff
41428,Tetsuo: The Iron Man,Tetsuo: The Iron Man TetsuoCollection Horror Science Fiction ShinyaTsukamoto ShinyaTsukamoto
8337,They Live,They Live  Action Thriller Horror Science Fiction JohnCarpenter JohnCarpenter
8463,Torch Song Trilogy,Torch Song Trilogy  Comedy Romance Drama PaulBogart PaulBogart
28176,Tucker: The Man And His Dream,Tucker: The Man And His Dream  Drama FrancisFordCoppola FrancisFordCoppola
9493,Twins,Twins  Comedy IvanReitman IvanReitman
26603,Vice Versa,Vice Versa  Comedy Fantasy BrianGilbert BrianGilbert
33172,Watchers,Watchers  Action Thriller Horror Science Fiction JonHess JonHess
29095,Waxwork,Waxwork TheWaxworkCollection Comedy Horror AnthonyHickox AnthonyHickox
12582,Without A Clue,Without A Clue  Comedy Crime Thriller Mystery ThomEberhardt ThomEberhardt
10001,Young Einstein,Young Einstein  Comedy Science Fiction YahooSerious YahooSerious
12500,American Ninja,American Ninja AmericanNinjaCollection Adventure Action SamFirstenberg SamFirstenberg
25678,American Ninja 2: The Confrontation,American Ninja 2: The Confrontation AmericanNinjaCollection Adventure Drama Action SamFirstenberg SamFirstenberg
25682,American Ninja 3: Blood Hunt,American Ninja 3: Blood Hunt AmericanNinjaCollection Adventure Drama Action CedricSundstrom CedricSundstrom
32049,Best Of The Best 2,Best Of The Best 2  Action Thriller RobertRadler RobertRadler
1648,Bill & Ted'S Excellent Adventure,Bill & Ted'S Excellent Adventure  Comedy Adventure Science Fiction StephenHerek StephenHerek
4105,Black Rain,Black Rain  Action Crime Thriller RidleyScott RidleyScott
19124,Blind Fury,Blind Fury  Action Thriller PhillipNoyce PhillipNoyce
53150,C.H.U.D. Ii: Bud The Chud,C.H.U.D. Ii: Bud The Chud C.H.U.D.Collection Comedy Horror Science Fiction DavidIrving DavidIrving
10142,Casualties Of War,Casualties Of War  Drama History War BrianDePalma BrianDePalma
3064,Chances Are,Chances Are  Comedy Fantasy Romance Science Fiction EmileArdolino EmileArdolino
10134,Cyborg,Cyborg CyborgCollection Action Science Fiction AlbertPyun AlbertPyun
4925,Dead Bang,Dead Bang  Adventure Drama Action Thriller JohnFrankenheimer JohnFrankenheimer
15142,Dream A Little Dream,Dream A Little Dream  Comedy Fantasy Romance Science Fiction MarcRocco MarcRocco
32075,A Dry White Season,A Dry White Season  Drama Mystery EuzhanPalcy EuzhanPalcy
2210,Earth Girls Are Easy,Earth Girls Are Easy  Comedy Romance Drama Science Fiction Music JulienTemple JulienTemple
21721,Eddie And The Cruisers,Eddie And The Cruisers  Drama Music MartinDavidson MartinDavidson
11828,Erik The Viking,Erik The Viking  Comedy Adventure Fantasy TerryJones TerryJones
10551,Family Business,Family Business  Comedy Drama Action Crime Thriller SidneyLumet SidneyLumet
20713,Farewell To The King,Farewell To The King  Adventure War JohnMilius JohnMilius
27461,Fat Man And Little Boy,Fat Man And Little Boy  Drama History War RolandJoffé RolandJoffé
1380,Gleaming The Cube,Gleaming The Cube  Drama GraemeClifford GraemeClifford
19157,Going Overboard,Going Overboard  Comedy ValerieBreiman ValerieBreiman
11465,Great Balls Of Fire!,Great Balls Of Fire!  Drama  
