id_peli,title,budget,revenue,return,original_language,release_year,release_date,runtime,popularity,vote_average,vote_count
33517,Beyond the Clouds,0.0,0.0,0.0,fr,1995,1995-06-06,112.0,7.047574,6.7,25.0
27425,Blind Beast,0.0,0.0,0.0,ja,1969,1969-01-25,86.0,2.219862,7.1,20.0
38953,Ryan's Daughter,0.0,0.0,0.0,en,1970,1970-12-09,195.0,4.340461,7.6,24.0
41785,Cabeza de Vaca,0.0,0.0,0.0,es,1991,1991-10-11,111.0,1.348021,6.8,5.0
20126,Deep Red,0.0,0.0,0.0,it,1975,1975-03-07,126.0,8.543908,7.6,237.0
11811,Leprechaun,900000.0,8556940.0,9.507711111111112,en,1993,1993-01-08,92.0,9.096254,5.1,120.0
20043,Royal Space Force - The Wings Of Honneamise,8000000.0,0.0,0.0,ja,1987,1987-03-14,121.0,2.988405,6.7,27.0
16814,Crazy People,0.0,0.0,0.0,en,1990,1990-04-13,90.0,3.057685,5.5,23.0
4368,Dark Wolf,2500000.0,0.0,0.0,en,2003,2003-04-15,94.0,0.944886,3.4,9.0
25431,Adam's Rib,0.0,0.0,0.0,en,1949,1949-11-18,101.0,3.651233,7.2,71.0
17685,King of Hearts,0.0,0.0,0.0,fr,1966,1966-12-21,102.0,2.202136,6.8,15.0
2742,Naked Lunch,16000000.0,0.0,0.0,en,1991,1991-12-27,115.0,7.919299,7.0,207.0
22010,Grass,0.0,0.0,0.0,en,1999,1999-09-15,80.0,2.601702,7.0,10.0
51145,Spring Forward,0.0,0.0,0.0,en,1999,1999-09-01,110.0,1.409447,6.5,6.0
32040,The Killing of a Chinese Bookie,0.0,0.0,0.0,en,1976,1976-02-15,135.0,2.037561,7.1,40.0
120637,Queen of Hearts,0.0,0.0,0.0,en,1989,1989-10-01,112.0,0.693409,5.9,5.0
18904,A Summer Place,0.0,0.0,0.0,en,1959,1959-11-18,130.0,4.834431,6.5,11.0
37719,A Night at the Opera,0.0,0.0,0.0,en,1935,1935-11-08,96.0,9.587994,7.6,109.0
47364,Metalstorm: The Destruction of Jared-Syn,0.0,0.0,0.0,en,1983,1983-08-19,84.0,1.996342,3.0,13.0
9063,The Element of Crime,0.0,0.0,0.0,en,1984,1984-05-18,104.0,2.924388,6.7,47.0
1818,Shoot the Piano Player,0.0,0.0,0.0,fr,1960,1960-10-21,82.0,8.277811,7.2,69.0
255,Stolen Kisses,350000.0,0.0,0.0,fr,1968,1968-08-13,96.0,6.564465,7.4,59.0
10744,The Cooler,32000000.0,0.0,0.0,en,2003,2003-01-17,101.0,10.694443,6.7,90.0
83505,El Bonaerense,0.0,0.0,0.0,es,2002,2002-09-19,105.0,0.695413,7.2,10.0
10511,In America,0.0,0.0,0.0,en,2003,2003-10-31,105.0,5.067308,6.9,97.0
180399,The Legend of Leigh Bowery,0.0,0.0,0.0,en,2002,2002-04-13,83.0,0.110649,7.0,2.0
22289,My Flesh and Blood,0.0,0.0,0.0,en,2003,2003-01-17,83.0,0.178846,6.2,5.0
616,The Last Samurai,140000000.0,456758981.0,3.26256415,en,2003,2003-12-05,154.0,19.582325,7.3,1946.0
288953,Forget Baghdad: Jews and Arabs - The Iraqi Connection,0.0,0.0,0.0,en,2002,2002-01-01,0.0,0.002374,0.0,0.0
96393,What Alice Found,0.0,0.0,0.0,en,2003,2003-01-25,96.0,0.28813,6.1,4.0
587,Big Fish,70000000.0,122919055.0,1.7559865,en,2003,2003-12-25,125.0,14.739983,7.6,2064.0
21542,Love Don't Cost a Thing,0.0,0.0,0.0,en,2003,2003-12-12,105.0,3.812555,5.4,42.0
6964,Something's Gotta Give,80000000.0,266728738.0,3.334109225,en,2003,2003-12-12,128.0,8.524847,6.3,422.0
1792,Stuck on You,55000000.0,33828318.0,0.6150603272727273,en,2003,2003-12-10,118.0,6.96675,5.1,194.0
3635,Girl with a Pearl Earring,0.0,31466789.0,0.0,en,2003,2003-08-31,101.0,7.008512,6.4,384.0
41488,The Statement,0.0,0.0,0.0,en,2003,2003-12-12,120.0,3.235594,5.9,23.0
122,The Lord of the Rings: The Return of the King,94000000.0,1118888979.0,11.903074244680852,en,2003,2003-12-01,201.0,29.324358,8.1,8226.0
11820,Mona Lisa Smile,65000000.0,0.0,0.0,en,2003,2003-12-19,117.0,10.527191,6.5,406.0
8696,Calendar Girls,10000000.0,96542059.0,9.6542059,en,2003,2003-09-02,108.0,5.109575,6.6,94.0
12698,The Fog of War,0.0,0.0,0.0,en,2003,2003-12-09,95.0,4.109188,7.6,69.0
19187,The Hebrew Hammer,1000000.0,0.0,0.0,en,2003,2003-01-01,85.0,2.369273,5.9,19.0
11093,House of Sand and Fog,16500000.0,16942795.0,1.0268360606060607,en,2003,2003-12-19,126.0,9.245145,7.0,202.0
47952,Two Men Went To War,0.0,0.0,0.0,en,2002,2002-01-01,109.0,0.196537,4.8,4.0
11007,Cheaper by the Dozen,40000000.0,190212113.0,4.755302825,en,2003,2003-12-24,98.0,7.364297,6.0,725.0
2289,Cold Mountain,79000000.0,173013509.0,2.190044417721519,en,2003,2003-12-24,154.0,9.645543,6.7,545.0
9620,Paycheck,60000000.0,96269812.0,1.6044968666666666,en,2003,2003-12-25,119.0,12.571789,5.9,594.0
10601,Peter Pan,100000000.0,121975011.0,1.21975011,en,2003,2003-12-25,113.0,8.98628,6.9,671.0
52036,The Company,15000000.0,2281585.0,0.15210566666666667,en,2003,2003-09-10,112.0,7.803563,5.7,21.0
42418,Young Black Stallion,0.0,0.0,0.0,en,2003,2003-12-25,49.0,1.269123,5.4,18.0
13433,Japanese Story,0.0,0.0,0.0,en,2003,2003-09-25,110.0,5.17434,6.6,25.0
35712,Secret Things,0.0,105090.0,0.0,fr,2002,2002-10-16,115.0,3.768411,6.1,24.0
14844,Chasing Liberty,23000000.0,12.0,5.217391304347826e-07,en,2004,2004-01-09,111.0,5.950792,6.1,154.0
26710,My Baby's Daddy,0.0,51.0,0.0,en,2004,2004-01-09,86.0,5.513522,4.3,15.0
37088,Aileen: Life and Death of a Serial Killer,0.0,0.0,0.0,en,2003,2003-09-09,89.0,3.502005,7.6,32.0
31026,Distant,0.0,0.0,0.0,tr,2002,2002-12-20,110.0,2.432672,6.7,37.0
5966,Along Came Polly,42000000.0,171963386.0,4.094366333333333,en,2004,2004-01-16,90.0,15.725542,5.8,795.0
24034,Teacher's Pet,10000000.0,0.0,0.0,en,2004,2004-01-16,74.0,0.491334,5.5,2.0
10718,Torque,40000000.0,46546197.0,1.163654925,en,2004,2004-01-16,84.0,5.574983,4.7,121.0
40427,Crimson Gold,0.0,0.0,0.0,fa,2003,2003-09-12,95.0,1.276138,6.8,18.0
14757,Osama,46000.0,0.0,0.0,ps,2003,2003-05-20,83.0,2.066368,6.3,33.0
26983,Odds Against Tomorrow,0.0,0.0,0.0,en,1959,1959-10-15,96.0,1.56193,6.6,12.0
30080,Ship of Fools,0.0,0.0,0.0,en,1965,1965-07-29,149.0,3.235694,5.4,18.0
52867,Lord Love a Duck,0.0,0.0,0.0,en,1966,1966-02-21,105.0,0.533987,4.9,8.0
42599,There's a Girl in My Soup,0.0,0.0,0.0,en,1970,1970-12-15,95.0,6.627273,5.9,17.0
65012,This Property Is Condemned,0.0,0.0,0.0,en,1966,1966-08-03,110.0,3.732049,6.1,25.0
44801,Real Men,0.0,0.0,0.0,en,1987,1987-09-25,85.0,1.144734,6.9,16.0
27465,Once Upon a Crime,0.0,0.0,0.0,en,1992,1992-03-06,94.0,1.984181,5.3,17.0
83726,Beyond Therapy,0.0,0.0,0.0,en,1987,1987-02-27,93.0,0.647205,3.2,5.0
24782,Buster,0.0,0.0,0.0,en,1988,1988-09-16,102.0,1.645134,5.5,15.0
31395,"Car 54, Where Are You?",10700000.0,1238080.0,0.11570841121495327,en,1994,1994-01-28,89.0,1.060709,3.0,5.0
34151,Blame It on the Bellboy,0.0,0.0,0.0,en,1992,1992-03-06,78.0,7.777791,5.8,15.0
15797,Only the Strong,6000000.0,3283371.0,0.5472285,en,1993,1993-08-27,99.0,7.96433,6.8,30.0
9548,The Adventures of Ford Fairlane,49000000.0,20423389.0,0.41680385714285717,en,1990,1990-07-11,104.0,3.834949,6.2,72.0
1937,Bonjour Tristesse,0.0,0.0,0.0,en,1958,1958-03-17,94.0,2.743088,7.0,23.0
1882,The Men,0.0,0.0,0.0,en,1950,1950-07-20,85.0,5.670881,6.5,18.0
17258,The Pick-up Artist,15000000.0,13290368.0,0.8860245333333333,en,1987,1987-09-18,81.0,3.799983,5.4,35.0
34681,Melvin Goes to Dinner,0.0,0.0,0.0,en,2003,2003-12-04,83.0,1.097895,3.8,5.0
118910,The Court-Martial of Billy Mitchell,0.0,0.0,0.0,en,1955,1955-12-31,100.0,0.288597,7.4,7.0
6277,Crime Spree,0.0,0.0,0.0,en,2003,2003-04-16,98.0,2.529571,6.1,23.0
11429,Beyond Re-Animator,3000000.0,0.0,0.0,fr,2003,2003-04-04,95.0,3.826178,5.6,56.0
47072,Final Cut,0.0,0.0,0.0,en,1998,1998-11-13,93.0,0.468304,5.5,7.0
33642,Hells Angels on Wheels,0.0,0.0,0.0,en,1967,1967-06-01,95.0,6.325139,6.2,11.0
14815,The Wind and the Lion,0.0,0.0,0.0,en,1975,1975-10-26,119.0,8.627187,6.7,48.0
427,Mon oncle,0.0,0.0,0.0,fr,1958,1958-05-10,110.0,11.06066,7.3,98.0
43049,Where the Boys Are,0.0,0.0,0.0,en,1960,1960-12-28,99.0,0.804731,6.0,6.0
778,Monsieur  Hulot's Holiday,0.0,0.0,0.0,fr,1953,1953-02-26,84.0,4.328916,7.3,76.0
3088,My Darling Clementine,0.0,0.0,0.0,en,1946,1946-12-03,97.0,8.869419,7.5,82.0
23152,People Will Talk,0.0,0.0,0.0,en,1951,1951-08-29,110.0,1.276632,6.6,20.0
23567,I Was a Male War Bride,0.0,0.0,0.0,en,1949,1949-08-19,105.0,1.853079,6.7,30.0
102057,Divorce American Style,0.0,0.0,0.0,en,1967,1967-06-21,109.0,1.539648,5.4,7.0
52367,Kiss Them for Me,0.0,0.0,0.0,en,1957,1957-12-10,105.0,0.786831,4.9,10.0
22584,To Have and Have Not,0.0,3650000.0,0.0,en,1944,1944-10-11,100.0,10.003167,7.6,112.0
27725,High Sierra,455000.0,0.0,0.0,en,1941,1941-01-25,100.0,6.27696,7.0,66.0
16227,Dark Passage,0.0,0.0,0.0,en,1947,1947-09-27,106.0,6.287228,7.2,81.0
980,The Ox-Bow Incident,0.0,0.0,0.0,en,1943,1943-03-11,75.0,5.546182,7.9,71.0
16933,They Drive by Night,0.0,0.0,0.0,en,1940,1940-07-27,95.0,2.190797,6.7,25.0
42094,Micki & Maude,0.0,0.0,0.0,en,1984,1984-12-21,118.0,1.053524,6.0,13.0
26884,Platinum Blonde,0.0,0.0,0.0,en,1931,1931-10-31,90.0,1.974577,6.0,7.0
37833,Reefer Madness,100000.0,0.0,0.0,en,1936,1936-01-15,66.0,1.602866,4.1,31.0
43759,The Boy with Green Hair,0.0,0.0,0.0,en,1948,1948-11-16,82.0,1.345564,6.1,19.0
5205,Pumping Iron,1000000.0,0.0,0.0,en,1977,1977-01-18,85.0,5.866383,7.0,136.0
38606,The Trouble with Angels,0.0,0.0,0.0,en,1966,1966-03-29,112.0,1.452646,7.0,17.0
14239,Cool World,30000000.0,14110589.0,0.47035296666666665,en,1992,1992-07-10,102.0,11.781895,4.9,135.0
55448,Money for Nothing,11000000.0,1044824.0,0.094984,en,1993,1993-09-10,100.0,4.08938,5.1,21.0
21779,The Silencers,0.0,16318124.0,0.0,en,1966,1966-02-18,102.0,2.311461,6.5,18.0
71189,"Where Angels Go, Trouble Follows",0.0,0.0,0.0,en,1968,1968-04-10,93.0,1.088001,4.9,5.0
67794,Heat and Dust,0.0,0.0,0.0,en,1983,1983-01-01,133.0,0.090019,5.9,7.0
73515,Mesmerized,5000000.0,0.0,0.0,en,1985,1985-11-18,97.0,1.0085,4.4,4.0
405,La Strada,0.0,0.0,0.0,it,1954,1954-07-16,104.0,5.948021,7.5,196.0
9696,Ichi the Killer,1400000.0,0.0,0.0,ja,2001,2001-12-22,129.0,8.992796,7.0,228.0
4917,A Boy and His Dog,0.0,0.0,0.0,en,1975,1975-11-20,91.0,8.386787,6.5,90.0
5055,Ashes and Diamonds,0.0,0.0,0.0,pl,1958,1958-10-03,103.0,2.896039,7.5,46.0
40140,Marooned,0.0,0.0,0.0,en,1969,1969-12-11,134.0,1.785956,6.8,17.0
42040,King David,0.0,0.0,0.0,en,1985,1985-03-29,114.0,0.937702,6.1,7.0
29933,Kanał,0.0,0.0,0.0,pl,1957,1957-04-20,91.0,2.599731,7.3,19.0
35888,Cat Chaser,0.0,0.0,0.0,en,1989,1989-01-01,90.0,0.547716,3.6,7.0
3059,Intolerance: Love's Struggle Throughout the Ages,8394751.0,0.0,0.0,en,1916,1916-09-04,197.0,4.282118,7.4,63.0
22727,The Beast of Yucca Flats,0.0,0.0,0.0,en,1961,1961-06-02,54.0,0.93079,1.6,18.0
56157,The Violent Years,0.0,0.0,0.0,en,1956,1956-01-01,65.0,0.129098,4.0,3.0
11708,Chitty Chitty Bang Bang,10000000.0,0.0,0.0,en,1968,1968-12-16,144.0,13.852147,6.8,193.0
27329,The Legend of Suriyothai,0.0,0.0,0.0,th,2001,2001-08-17,185.0,1.236038,5.1,6.0
42514,Plaza Suite,0.0,0.0,0.0,en,1971,1971-05-12,114.0,4.597434,6.8,9.0
20444,The Out of Towners,0.0,0.0,0.0,en,1970,1970-05-28,98.0,1.945528,7.1,24.0
17736,Where the Day Takes You,0.0,0.0,0.0,en,1992,1992-09-11,105.0,1.403849,5.6,13.0
114046,The Three Stooges in Orbit,450000.0,0.0,0.0,en,1962,1962-07-04,90.0,0.445183,6.0,3.0
82283,It,0.0,0.0,0.0,en,1927,1927-02-15,72.0,0.594437,6.5,6.0
1954,The Butterfly Effect,13000000.0,96060858.0,7.38929676923077,en,2004,2004-01-22,113.0,12.994939,7.3,2119.0
13476,Win a Date with Tad Hamilton!,17000000.0,16980098.0,0.9988292941176471,en,2004,2004-01-23,95.0,5.924226,5.5,163.0
11194,Touching the Void,0.0,13885802.0,0.0,en,2003,2003-09-05,106.0,7.594022,7.6,139.0
12634,The Big Bounce,50000000.0,6808550.0,0.136171,en,2004,2004-01-30,88.0,6.496271,5.0,77.0
13505,The Perfect Score,0.0,0.0,0.0,en,2004,2004-01-30,93.0,6.2425,5.6,136.0
14114,You Got Served,0.0,0.0,0.0,en,2004,2004-01-30,95.0,3.707216,4.8,75.0
15708,Latter Days,850000.0,819939.0,0.9646341176470589,en,2003,2003-07-10,107.0,3.334942,6.8,57.0
21301,Barbershop 2:  Back in Business,18000000.0,65070412.0,3.615022888888889,en,2004,2004-01-20,106.0,8.353739,5.7,77.0
20483,Catch That Kid,18000000.0,16702864.0,0.9279368888888889,en,2004,2004-02-06,92.0,5.226389,5.0,78.0
14292,Miracle,28000000.0,64445708.0,2.3016324285714287,en,2004,2004-02-06,135.0,8.248999,7.0,162.0
44539,An Amazing Couple,0.0,0.0,0.0,en,2002,2002-09-12,97.0,0.108259,7.0,3.0
1278,The Dreamers,15000000.0,15121165.0,1.0080776666666666,en,2003,2003-09-01,115.0,6.685981,7.2,680.0
18841,The Lost Skeleton of Cadavra,0.0,0.0,0.0,en,2001,2001-09-12,90.0,2.073869,6.5,30.0
25925,Who's the Man?,0.0,0.0,0.0,en,1993,1993-04-23,85.0,0.862854,5.0,9.0
32035,Love at Large,0.0,0.0,0.0,en,1990,1990-03-09,97.0,4.633638,5.1,9.0
74395,Hangin' With The Homeboys,0.0,0.0,0.0,en,1991,1991-04-05,88.0,2.675068,6.0,10.0
19361,Sleep with Me,0.0,161410.0,0.0,en,1994,1994-01-01,86.0,6.398905,5.3,11.0
81824,Just Between Friends,0.0,0.0,0.0,en,1986,1986-03-21,110.0,0.159657,2.5,2.0
21968,Super Fly,0.0,0.0,0.0,en,1972,1972-08-04,93.0,1.222538,7.0,31.0
29493,A Piece of the Action,0.0,0.0,0.0,en,1977,1977-10-07,135.0,1.266846,6.5,4.0
29473,Let's Do It Again,70000.0,11800000.0,168.57142857142858,en,1975,1975-10-11,110.0,1.411831,7.7,10.0
29464,Uptown Saturday Night,3000000.0,0.0,0.0,en,1974,1974-07-26,104.0,2.008129,6.4,14.0
37900,Hell's Kitchen,6000000.0,0.0,0.0,en,1998,1998-09-11,95.0,2.973539,5.4,12.0
91390,The Innocent,0.0,0.0,0.0,en,1993,1993-09-16,119.0,0.505207,6.1,5.0
33557,Daddy and Them,0.0,0.0,0.0,en,2001,2001-10-26,101.0,8.404739,5.6,6.0
7008,The Wilby Conspiracy,0.0,0.0,0.0,en,1975,1975-02-01,105.0,2.552926,6.7,6.0
30566,Blacula,500000.0,0.0,0.0,en,1972,1972-08-25,93.0,2.697458,5.7,41.0
42466,Scream Blacula Scream,0.0,0.0,0.0,en,1973,1973-06-27,96.0,1.059192,6.0,17.0
76176,Da Hip Hop Witch,0.0,0.0,0.0,en,2000,2000-10-31,90.0,0.221645,1.0,2.0
18446,Swing Shift,0.0,0.0,0.0,en,1984,1984-04-13,100.0,1.787996,5.0,11.0
11023,Thirteen,2000000.0,4601043.0,2.3005215,en,2003,2003-08-20,100.0,14.379879,6.6,355.0
47802,Simple Men,0.0,0.0,0.0,en,1992,1992-10-14,105.0,1.595591,7.1,12.0
92298,The Sailor Who Fell from Grace with the Sea,0.0,0.0,0.0,en,1976,1976-04-11,105.0,0.000308,6.4,7.0
35227,Foolish Wives,1100000.0,400200.0,0.3638181818181818,en,1922,1922-01-11,117.0,0.838095,6.4,10.0
29852,"Silent Night, Bloody Night",0.0,0.0,0.0,en,1972,1972-11-01,85.0,3.86571,5.3,22.0
23001,The Sin of Harold Diddlebock,0.0,0.0,0.0,en,1947,1947-04-04,89.0,0.557728,6.6,5.0
51049,Pontiac Moon,0.0,0.0,0.0,en,1994,1994-11-03,113.0,0.690606,4.8,3.0
11221,Best Defense,18000000.0,19265302.0,1.0702945555555556,en,1984,1984-07-20,94.0,1.975174,3.6,25.0
1824,50 First Dates,75000000.0,196482882.0,2.61977176,en,2004,2004-02-13,99.0,11.134888,6.6,2161.0
16784,Welcome to Mooseport,30000000.0,14000000.0,0.4666666666666667,en,2004,2004-02-24,110.0,3.832792,4.8,54.0
44674,After Life,0.0,0.0,0.0,fr,2002,2002-09-12,123.0,0.097876,7.0,2.0
11083,Kitchen Stories,0.0,0.0,0.0,no,2003,2003-01-01,95.0,6.164594,7.0,24.0
54045,The Code,0.0,0.0,0.0,en,2002,2002-10-22,116.0,0.903935,5.1,9.0
337,Monsieur Ibrahim,0.0,11576431.0,0.0,fr,2003,2003-12-03,94.0,8.260823,7.0,39.0
11951,Vanishing Point,1300000.0,72266306.0,55.58946615384615,en,1971,1971-01-15,99.0,5.184013,7.1,110.0
43376,Diary of a Country Priest,0.0,0.0,0.0,fr,1951,1951-02-07,115.0,2.957558,7.7,41.0
22561,Allegro non troppo,0.0,0.0,0.0,it,1976,1976-03-12,85.0,1.115905,6.9,22.0
14430,Herod's Law,0.0,0.0,0.0,es,1999,1999-11-09,120.0,1.955107,7.7,23.0
12775,Flesh + Blood,6500000.0,0.0,0.0,en,1985,1985-08-30,126.0,13.006729,6.3,87.0
50075,The Black Pirate,0.0,0.0,0.0,en,1926,1926-03-08,94.0,1.570282,6.9,14.0
2099,Raw Deal,8500000.0,16209459.0,1.9069951764705881,en,1986,1986-06-06,106.0,9.292099,5.5,159.0
40454,"Follow Me, Boys!",0.0,0.0,0.0,en,1966,1966-12-01,131.0,4.249146,4.9,7.0
6470,Fire Birds,22000000.0,0.0,0.0,en,1990,1990-05-25,85.0,2.65559,4.5,35.0
20032,Robot Stories,0.0,0.0,0.0,en,2003,2003-01-01,85.0,1.097132,3.7,5.0
8842,Against the Ropes,39000000.0,6614280.0,0.1695969230769231,en,2004,2004-02-20,106.0,1.381022,4.5,32.0
11132,Confessions of a Teenage Drama Queen,15000000.0,29331068.0,1.9554045333333334,en,2004,2004-02-17,89.0,7.423275,5.1,228.0
9352,EuroTrip,25000000.0,20796847.0,0.83187388,en,2004,2004-02-20,93.0,6.275468,6.5,673.0
615,The Passion of the Christ,30000000.0,611899420.0,20.396647333333334,en,2004,2004-02-25,127.0,13.194168,6.9,888.0
11217,Club Dread,8500000.0,5001655.0,0.58843,en,2004,2004-02-27,104.0,6.57613,5.1,107.0
10677,Dirty Dancing: Havana Nights,25000000.0,27685016.0,1.10740064,en,2004,2004-02-27,86.0,4.475359,6.0,154.0
30735,Alila,0.0,0.0,0.0,en,2003,2003-06-06,122.0,0.172669,6.0,3.0
338,"Good bye, Lenin!",4800000.0,79384880.0,16.538516666666666,de,2003,2003-02-09,121.0,10.605595,7.4,602.0
2023,Hidalgo,100000000.0,108103450.0,1.0810345,en,2004,2004-03-05,136.0,8.140709,6.5,321.0
9384,Starsky & Hutch,60000000.0,170268750.0,2.8378125,en,2004,2004-03-05,101.0,10.776138,5.6,661.0
797,Persona,0.0,0.0,0.0,sv,1966,1966-10-18,85.0,8.862628,8.0,353.0
42602,The Passion of Anna,0.0,0.0,0.0,sv,1969,1969-11-10,101.0,2.575461,7.2,33.0
60792,Walk on the Wild Side,0.0,0.0,0.0,en,1962,1962-03-20,114.0,1.123864,5.3,7.0
70113,Tokyo Joe,0.0,0.0,0.0,en,1949,1949-10-26,88.0,0.799256,6.1,4.0
47474,The Serpent's Egg,0.0,0.0,0.0,en,1977,1977-10-28,120.0,2.055321,5.8,20.0
29084,Le Corbeau,0.0,0.0,0.0,fr,1943,1943-09-28,92.0,1.957418,7.3,32.0
25955,Pickup on South Street,0.0,0.0,0.0,en,1953,1953-05-29,80.0,6.366499,7.2,57.0
24548,Just One of the Guys,11500000.0,0.0,0.0,en,1985,1985-04-26,100.0,3.922068,6.4,64.0
37044,Wisconsin Death Trip,0.0,0.0,0.0,en,1999,1999-09-05,76.0,0.853628,5.4,7.0
42989,The Wrong Arm of the Law,0.0,0.0,0.0,en,1963,1963-03-17,94.0,0.677273,6.9,8.0
17047,Agent Cody Banks 2: Destination London,26000000.0,28818995.0,1.1084228846153845,en,2004,2004-06-24,100.0,12.59201,5.2,145.0
1586,Secret Window,40000000.0,92913171.0,2.322829275,en,2004,2004-03-12,96.0,9.524283,6.4,1007.0
11169,Spartan,19250000.0,8112712.0,0.42143958441558443,en,2004,2004-03-12,102.0,7.364519,6.3,104.0
49689,Broken Wings,0.0,0.0,0.0,he,2002,2002-10-24,87.0,1.046869,6.8,13.0
266687,Games People Play,0.0,0.0,0.0,en,2004,2004-03-12,97.0,0.002353,0.0,0.0
66660,How to Draw a Bunny,0.0,0.0,0.0,en,2002,2002-01-01,90.0,0.002692,0.0,0.0
156,Wilbur Wants to Kill Himself,0.0,0.0,0.0,da,2002,2002-11-08,111.0,2.651412,6.8,25.0
2778,Clifford,19000000.0,7411659.0,0.3900873157894737,en,1994,1994-04-01,89.0,2.459293,5.3,17.0
10433,Mad Dog and Glory,0.0,11081586.0,0.0,en,1993,1993-03-05,96.0,4.769347,5.5,78.0
47168,The Wind in the Willows,12.0,1.0,0.08333333333333333,en,1996,1996-10-16,84.0,1.410322,4.9,16.0
58995,Night Crossing,0.0,0.0,0.0,en,1982,1982-02-05,107.0,1.132689,5.7,8.0
43236,Peyton Place,0.0,0.0,0.0,en,1957,1957-12-13,151.0,1.990531,6.3,16.0
142168,Searching for Debra Winger,0.0,0.0,0.0,en,2002,2002-07-13,100.0,0.439424,8.3,3.0
40752,Walk Like a Man,0.0,0.0,0.0,en,1987,1987-03-01,86.0,0.927452,4.0,3.0
924,Dawn of the Dead,28000000.0,102356381.0,3.6555850357142856,en,2004,2004-03-19,101.0,13.157873,6.8,1039.0
38,Eternal Sunshine of the Spotless Mind,20000000.0,72258126.0,3.6129063,en,2004,2004-03-19,108.0,12.906327,7.9,3758.0
11081,Taking Lives,45000000.0,65470529.0,1.4549006444444443,en,2004,2004-03-19,103.0,7.85646,6.0,356.0
4377,The Child I Never Was,0.0,0.0,0.0,de,2002,2002-01-01,83.0,0.473153,8.0,5.0
16941,Intermission,5000000.0,4856298.0,0.9712596,en,2003,2003-08-29,105.0,3.715985,6.4,51.0
1720,Noi the Albino,0.0,0.0,0.0,is,2003,2003-02-28,90.0,1.709303,6.3,27.0
9541,Jersey Girl,35000000.0,36098382.0,1.031382342857143,en,2004,2004-03-25,102.0,5.706507,5.8,333.0
5516,The Ladykillers,0.0,0.0,0.0,en,2004,2004-03-25,104.0,13.106691,6.0,421.0
20304,Never Die Alone,3000000.0,5923000.0,1.9743333333333333,en,2004,2004-03-26,88.0,6.212433,5.7,34.0
11024,Scooby-Doo 2: Monsters Unleashed,0.0,181466833.0,0.0,en,2004,2004-03-24,93.0,7.65458,5.4,519.0
53734,A Foreign Affair,0.0,0.0,0.0,en,2003,2003-01-21,82.0,0.85986,5.8,4.0
553,Dogville,10000000.0,16680836.0,1.6680836,da,2003,2003-05-19,178.0,9.808595,7.6,619.0
10544,Ned Kelly,0.0,6585516.0,0.0,en,2003,2003-03-22,110.0,11.478361,6.1,114.0
1487,Hellboy,66000000.0,99318987.0,1.5048331363636365,en,2004,2004-04-02,122.0,13.206854,6.5,2278.0
13700,Home on the Range,110000000.0,103951461.0,0.9450132818181818,en,2004,2004-04-02,76.0,8.555544,5.7,405.0
11137,The Prince & Me,0.0,0.0,0.0,en,2004,2004-03-28,111.0,11.631511,5.9,286.0
11358,Walking Tall,56000000.0,57223890.0,1.0218551785714285,en,2004,2004-04-02,86.0,10.577565,6.0,387.0
13573,The United States of Leland,0.0,343816.0,0.0,en,2003,2003-01-18,108.0,10.087404,6.5,91.0
19084,Johnson Family Vacation,12000000.0,31179516.0,2.598293,en,2004,2004-04-07,97.0,3.223039,4.8,31.0
10733,The Alamo,145000000.0,25819961.0,0.17806869655172414,en,2004,2004-04-07,137.0,12.240901,5.8,108.0
14442,Ella Enchanted,31000000.0,27388767.0,0.8835086129032258,en,2004,2004-04-09,96.0,11.316988,5.9,454.0
2122,The Whole Ten Yards,40000000.0,26155781.0,0.653894525,en,2004,2004-04-07,98.0,7.15606,5.5,282.0
25300,I'm Not Scared,0.0,0.0,0.0,it,2003,2003-02-08,108.0,4.422618,7.1,235.0
14576,Shade,6800000.0,0.0,0.0,en,2003,2003-05-18,101.0,5.864457,6.1,74.0
13432,Since Otar Left,0.0,0.0,0.0,fr,2003,2003-09-17,103.0,0.512099,5.7,13.0
26636,Twentynine Palms,0.0,0.0,0.0,en,2003,2003-09-17,114.0,1.516165,5.3,20.0
6844,The Ten Commandments,13000000.0,122700000.0,9.438461538461539,en,1956,1956-10-05,220.0,11.14704,7.5,358.0
2587,"Brother Sun, Sister Moon",3000000.0,0.0,0.0,it,1972,1972-03-03,135.0,1.763243,6.3,17.0
3591,One Million Years B.C.,0.0,0.0,0.0,en,1966,1966-12-01,100.0,4.091602,5.8,48.0
28026,Prey for Rock & Roll,0.0,0.0,0.0,en,2003,2003-01-20,104.0,0.834421,4.3,6.0
26176,"Mother, Jugs & Speed",0.0,0.0,0.0,en,1976,1976-01-01,95.0,5.016085,5.8,12.0
41857,Bandolero!,0.0,12000000.0,0.0,en,1968,1968-06-01,106.0,1.469044,6.2,20.0
78364,The Slugger's Wife,0.0,1878561.0,0.0,en,1985,1985-03-29,105.0,0.000308,3.8,2.0
10338,Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,5600000.0,29950000.0,5.348214285714286,en,1965,1965-06-03,138.0,5.191425,6.4,40.0
133919,Scenes from a Marriage,150000.0,0.0,0.0,sv,1973,1973-04-11,283.0,2.845693,8.3,44.0
50549,Belles on their Toes,0.0,0.0,0.0,en,1952,1952-05-01,89.0,0.875278,7.1,4.0
